company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
BONI AI LIMITED,16025264,Active,Private limited company,,,2024-10-17,,,62020,Unit 7 Bridge View Park Henry Boot Way Hull HU4 7DW England
SILVER BULLET AI LTD,16025369,Active,Private limited company,,,2024-10-17,,,62090 63110,The Harley Building 77 New Cavendish Street London W1W 6XB United Kingdom
AI AKS APPS LTD,14602093,Active,Private limited company,,,2023-01-18,,,58290 62012 62030,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI CHEN LTD,15503174,Active,Private limited company,,,2024-02-19,,,46150 46160 46180 82990,"AI CHEN LTD 5 Brayford Square London E1 0SG "
AI NETSHOPPER LIMITED,16027510,Active,Private limited company,,,2024-10-18,,,46420 46499 47910,28 Old Jewry London EC2R 8DQ England
DEEPLEARN AI LTD,14685233,Active,Private limited company,,,2023-02-23,,,85421,Selacourt Heathfield Close Woking GU22 7JQ England
INTERNATIONAL AI ( ARTIFICIAL INTELLIGENCE ) EXHIBITION LIMITED,15835402,Active,Private limited company,,,2024-07-12,,,73120 74100 74909,86-90 Paul Street London EC2A 4NE United Kingdom
IMIG AI LIMITED,14940040,Active,Private limited company,,,2023-06-16,,,70229,Larch House Parklands Business Park Denmead PO7 6XP United Kingdom
AUTHENTIC AI LIMITED,15028665,Active,Private limited company,,,2023-07-25,,,58190 70229,20 Lochaline Street London W6 9SH England
JUDGE AI LTD,15425858,Dissolved,Private limited company,,2024-11-05,2024-01-19,,,62090,"15425858 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
PYCKMIND AI LTD,15197879,Active,Private limited company,,,2023-10-09,,,62090,Level39 One Canada Square London E14 5AB United Kingdom
ADAPTIVE AI LTD,14634495,Active,Private limited company,,,2023-02-02,,,62012,72 Daventry Road Coventry CV3 5DL England
AI WALLSTREET VENTURE LTD,14909717,Dissolved,Private limited company,,2024-11-05,2023-06-01,,,64301 64304 66110 66300,128 City Road London EC1V 2NX United Kingdom
APPROVED AI LTD,15076878,Active,Private limited company,,,2023-08-16,,,70229,1 Worsley Grove Worsley Manchester M28 0HX United Kingdom
AI GENERATED LIMITED,16050782,Active,Private limited company,,,2024-10-30,,,47910,128 City Road London EC1V 2NX United Kingdom
AI FIRST TRADING LIMITED,15515295,Active,Private limited company,,,2024-02-23,,,46900,124 Goswell Road London EC1V 7DP England
CONSTRUCTION AI LIMITED,15085247,Active,Private limited company,,,2023-08-21,,,41201 41202,Furlong Farm Rusper Road Ifield Crawley RH11 0LN England
HELIOS POWER AI SOLUTIONS LTD,SC827387,Active,Private limited company,,,2024-10-30,,,42220,272 Bath Street Glasgow G2 4JR Scotland
INTELLICONSULT AI LTD,15335195,Active,Private limited company,,,2023-12-08,,,62020,20 Wenlock Road London N1 7GU England
SPEECH COCKTAIL AI LIMITED,16050941,Active,Private limited company,,,2024-10-30,,,71122,86-90 Paul Street London EC2A 4NE United Kingdom
AI PRODUCTS LIMITED,14901452,Dissolved,Private limited company,,2024-11-05,2023-05-29,,,47910,"14901452 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
LEGAL REMEDY AI LTD,14911161,Dissolved,Private limited company,,2024-11-05,2023-06-02,,,58190,Bartle House 9 Oxford Court Manchester M2 3WQ England
FUGI7IVE AI LIMITED,16050545,Active,Private limited company,,,2024-10-30,,,62012 71122 73110 73120,37 Panton Street London SW1Y 4EA England
AI SAFETY ENGINEERING TASKFORCE LTD,16051045,Active,Private limited by guarantee without share capital,,,2024-10-30,,,85590,34-35 Hatton Garden London EC1N 8DX England
STELLAR AI LTD,16052397,Active,Private limited company,,,2024-10-31,,,62012,10 Britten Close Langdon Hills Basildon SS16 6TB England
AI ENABLE LIMITED,15219607,Active,Private limited company,,,2023-10-18,,,62020,6 Elizabeth Close Henley On Thames RG9 1RE United Kingdom
AI DIGITAL ASSETS LIMITED,SC827550,Active,Private limited company,,,2024-10-31,,,62020 63120 64922 70221,Flat 1 14 Hollybrook Street Glasgow G42 7EH Scotland
"JASPER AI UK, LTD",16051722,Active,Private limited company,,,2024-10-30,,,58290,5 New Street Square London EC4A 3TW United Kingdom
VAO AI LLP,OC454347,Active,Limited liability partnership,,,2024-10-31,,," ",27 Old Gloucester Street London WC1N 3AX United Kingdom
ECO AI TECH LTD,14652048,Dissolved,Private limited company,,2024-11-26,2023-02-09,,,58290 62020 62090 63120,"14652048 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
FANSEE AI LTD,15119582,Active,Private limited company,,,2023-09-06,,,62011,7 Meard Street London W1F 0EW England
AI BOT EXPRESS LTD,15128377,Active,Private limited company,,,2023-09-10,,,58290,Unit 309 27 Exeter Road Newmarket CB8 8AR United Kingdom
AURA AI LTD,15115408,Active,Private limited company,,,2023-09-05,,,62020 62090,67 Willow House Lucas Court Leamington Spa CV32 5JL England
UK AI MEDICAL LIMITED,16090120,Active,Private limited company,,,2024-11-20,,,47749 86210 86220,71-75 Shelton Street London WC2H 9JQ United Kingdom
ALSUN AI LTD,SC829622,Active,Private limited company,,,2024-11-21,,,62012 62020 62090,10 Crichton Street 3.12a Edinburgh EH8 9AB Scotland
AI POP LTD,15102930,Active,Private limited company,,,2023-08-29,,,49410,50 Bideford Green Leighton Buzzard LU7 2TH England
AI ENGINE LTD,14580099,Active,Private limited company,,,2023-01-09,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
COGNISIVE AI LIMITED,15275066,Active,Private limited company,,,2023-11-10,,,62020,24 Imperial Close Harrow HA2 7LN England
BIOTRONICS AI LTD,16093960,Active,Private limited company,,,2024-11-21,,,62012,Orion House Office 759 Bessemer Road Welwyn Garden City AL7 1HH United Kingdom
BUILDSTUDIO AI LTD,14743332,Active,Private limited company,,,2023-03-20,,,62012,25 Tiverton Crescent Kingsmead Milton Keynes MK4 4BZ England
AI FINANCIAL TEAM LTD,16097812,Active,Private limited company,,,2024-11-25,,,62012,Silverstream House 45 Fitzroy Street London W1T 6EB England
AI COMMUNICATIONS LTD,16098882,Active,Private limited company,,,2024-11-25,,,62020,85 First Floor Great Portland Street London W1W 7LT England
PRISM AI LTD,15343534,Active,Private limited company,,,2023-12-11,,,74202,21 Clivedon Road London E4 9RN England
DAISY AI LIMITED,16098938,Active,Private limited company,,,2024-11-25,,,72190,26 Woodlands Road Epsom KT18 7HW England
ADVANCED AI LIMITED,16099780,Active,Private limited company,,,2024-11-25,,,62020,85 Great Portland Street London W1W 7LT England
AI 452B LTD,14658650,Active,Private limited company,,,2023-02-13,,,73120 96020,"16 Church Stbrighton, Brighton And Hove, Brighton Church Street Brighton BN1 1RB England"
PHYGITAL AI LTD,15298844,Active,Private limited company,,,2023-11-21,,,62020,20 Wenlock Road London N1 7GU England
SURPASS AI LTD,16095437,Active,Private limited company,,,2024-11-22,,,62012 62020 62090 70229,128 City Road London EC1V 2NX United Kingdom
GLOBAL AI MINING LIMITED,16095765,Active,Private limited company,,,2024-11-22,,,64910,Monomark House 27 Old Gloucester Street London WC1N 3AX England
SOURSE AI LTD,14699706,Active,Private limited company,,,2023-03-02,,,58290 63110,10 John Street London WC1N 2EB United Kingdom
OUTSOURCE AI LIMITED,NI724038,Active,Private limited company,,,2024-11-26,,,62020,3 Plasketts Close Antrim BT41 4LY Northern Ireland
LUNOS AI LTD,16101705,Active,Private limited company,,,2024-11-26,,,62012,"4th Floor, Silverstream House 45 Fitzroy Street Fitzrovia London W1T 6EB United Kingdom"
SPARKAPPS AI LIMITED,15261590,Active,Private limited company,,,2023-11-06,,,58290 62012 62090,Flat G07 Miller House 4 Beaufort Gardens London E1 3FA England
AI COMMERZ LTD,15797635,Active,Private limited company,,,2024-06-23,,,73110,"15797635 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
SAMAYA AI UK LIMITED,15307422,Active,Private limited company,,,2023-11-24,,,58290,9th Floor 107 Cheapside London EC2V 6DN United Kingdom
GLOGL AI LIMITED,15358474,Active,Private limited company,,,2023-12-18,,,62011,"15358474 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
PROPAGEN AI LIMITED,15128241,Active,Private limited company,,,2023-09-10,,,58290 62012,Victoria House 26 Queen Victoria Street Reading RG1 1TG England
CYBOT AI LTD,15430972,Active,Private limited company,,,2024-01-22,,,62012 62020 63990,128 City Road London EC1V 2NX United Kingdom
MIRAGE MAKER AI LTD,15263630,Active,Private limited company,,,2023-11-06,,,47910 90030,132 Fullingdale Road Northampton NN3 2QJ England
SATORI AI LTD,16054351,Active,Private limited company,,,2024-11-01,,,62012,10a West Gardens London SW17 9DG England
CTRL AI LTD,15994292,Active,Private limited company,,,2024-10-02,,,62012,6 Corringham Road London NW11 7BT England
SC SOLUTIONS AI LIMITED,15550873,Active,Private limited company,,,2024-03-09,,,74909,"Office 410, 4th Floor Building 1, 1 Thomas More Street London E1W 1YN England"
VOISER AI LTD,15255746,Active,Private limited company,,,2023-11-02,,,62012 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FAST AI LABS LTD,16054440,Active,Private limited company,,,2024-11-01,,,47910 62012 73110,Orion House Office 746 Bessemer Road Welwyn Garden City AL7 1HH United Kingdom
HART AI CONSULTING LTD,15235485,Active,Private limited company,,,2023-10-25,,,62020 71122,20 Wenlock Road London N1 7GU England
AI CATERING LIMITED,16054390,Active,Private limited company,,,2024-11-01,,,56103,802 The Southside Building 31 Hurst Street Birmingham B5 4BD United Kingdom
WAVEFORM AI LIMITED,15256589,Active,Private limited company,,,2023-11-02,,,62012,128 City Road London EC1V 2NX United Kingdom
AI TRADING HUB LIMITED,14638131,Active,Private limited company,,,2023-02-03,,,62090,Summit House Horsecroft Road Harlow CM19 5BN England
LMB AI DEVELOPERS LTD,16049259,Active,Private limited company,,,2024-10-29,,,62012,27 Leyland Road Preston PR1 9QH United Kingdom
AI CONTENT CREATOR LTD,15093770,Active,Private limited company,,,2023-08-24,,,62020 62090 63990,Unit 2 Horton Industrial Park Horton Road S7-262752 West Drayton UB7 8JD United Kingdom
USEFUL AI LTD,16061124,Active,Private limited company,,,2024-11-05,,,58290 62011 62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FUTURE FARM AI LTD,15099975,Active,Private limited company,,,2023-08-28,,,62012,130 St. Georges Road Barnsley S70 1HA England
AI HUB LTD,14612986,Active,Private limited company,,,2023-01-24,,,62012 62020 62090,167-169 Great Portland Street London W1W 5PF England
AI LUME LTD,16060574,Active,Private limited company,,,2024-11-05,,,62020,"24-26 Regent Place Office 1, Izabella House Birmingham B1 3NJ United Kingdom"
CUSTOMER SERVICE AI LTD,16046473,Active,Private limited company,,,2024-10-28,,,62012,Hamilton House Mabledon Place London WC1H 9BB England
SNAP-AI LTD,16058320,Active,Private limited company,,,2024-11-04,,,85590 90030,128 City Road London EC1V 2NX United Kingdom
PHENOMIC AI UK LTD,15257607,Active,Private limited company,,,2023-11-03,,,72110 72190,Drayton House Drayton Lane Chichester PO20 2EW England
AI SEARCH LTD,16059810,Active,Private limited company,,,2024-11-04,,,62020 62030 62090 63110,20 Wenlock Road London N1 7GU England
BOURSA AI LIMITED,16058604,Active,Private limited company,,,2024-11-04,,,62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ England
VOXIUM AI LTD,16056496,Active,Private limited company,,,2024-11-02,,,62020,12 Parkgate Avenue Barnet EN4 0NR England
PLINX AI LTD,16057162,Active,Private limited company,,,2024-11-04,,,82990,Flat 5b Heathlands Lodge 6-8 West Moors Road Ferndown BH22 9DS England
DIGITAL FILM AI LTD,15103307,Active,Private limited company,,,2023-08-29,,,59120,1 Laurel Road St Albans AL1 4JH United Kingdom
DOVI AI LTD,16057708,Active,Private limited company,,,2024-11-04,,,58190 63120 63990,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
CYBERKIDS AI LTD,16058507,Active,Private limited company,,,2024-11-04,,,85600,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
THE AI FOLK LTD,14848598,Dissolved,Private limited company,,2024-11-12,2023-05-05,,,62090,7 Flat 7 Lindens Dental Street Hythe CT21 5LH England
WESOLVE AI LTD,15100784,Active,Private limited company,,,2023-08-28,,,74909,86-90 Paul Street London EC2A 4NE United Kingdom
AI CHAPTERS LTD,15273887,Active,Private limited company,,,2023-11-10,,,47190,"15273887 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
QUBOTIC AI LIMITED,15100117,Active,Private limited company,,,2023-08-28,,,66300,31 Gresham Street London EC2V 7BB United Kingdom
AI REGULATORY STRATEGY LIMITED,14889372,Dissolved,Private limited company,,2024-11-12,2023-05-23,,,70229,Apartment 42 Waterside Court The Colonnade Maidenhead SL6 1DL England
DIVULGE AI LTD,16064423,Active,Private limited company,,,2024-11-06,,,62012,65 Oxford Street Southampton SO14 3DL England
BASE LOGIC AI LTD,15799808,Active,Private limited company,,,2024-06-24,,,62020,"2, Pynewood House 1a, Exeter Road Ivybridge PL21 0FN England"
AI BRAINS LTD,16065968,Active,Private limited company,,,2024-11-07,,,62012 62020 62090,"Unit 04-110 30 Churchill Place, Canary Wharf London E14 5RE United Kingdom"
SECOND WAVE AI LIMITED,16064801,Active,Private limited company,,,2024-11-06,,,62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
KOZ AI LTD,14760850,Active,Private limited company,,,2023-03-27,,,62090 70229,146 Lavender Hill Flat 9 London SW11 5RA England
TECH AI (GLOBAL) LTD,16064083,Active,Private limited company,,,2024-11-06,,,70229,"1st Floor, Oakfield Business Centre 39 Carr Lane Shipley BD18 2NQ United Kingdom"
WILCO AI DYNAMICS LTD,14646575,Active,Private limited company,,,2023-02-08,,,62020,5-7 Ashton Gardens Rochdale OL11 3SG England
MAX AI TRADING LTD,15822595,Active,Private limited company,,,2024-07-06,,,70221,Contingent Works Elmfield Road Bromley BR1 1LW England
VOKEL AI LIMITED,15139858,Active,Private limited company,,,2023-09-15,,,58290 62012,318 Norbury Avenue London SW16 3RL England
SPORTS AI INTERNATIONAL LTD,16069420,Active,Private limited company,,,2024-11-08,,,60200,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MARKETIX AI LTD,15292273,Active,Private limited company,,,2023-11-17,,,62012 62090 73110 73120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
NOLA AI LTD,15565119,Active,Private limited company,,,2024-03-15,,,58290,24 Walsingham Dene Bournemouth BH7 7RJ England
SEQUENCE AI LIMITED,14691783,Active,Private limited company,,,2023-02-27,,,62012,11 The Crofts Rotherham S60 2DJ England
AI HOMES DEVELOPMENTS LTD,15231837,Active,Private limited company,,,2023-10-24,,,41100 68100 68209 68320,359a Hanworth Road Hounslow TW3 3SQ England
RAPTOR SYSTEMS AI LIMITED,16046174,Active,Private limited company,,,2024-10-28,,,71122,Robin Hill Catteshall Lane Godalming GU7 1LJ England
WORLD AI GROUP LTD,16047799,Active,Private limited by guarantee without share capital,,,2024-10-29,,,56210 58290,85 Great Portland Street London W1W 7LT United Kingdom
BE GREEN AI LTD,16067901,Active,Private limited company,,,2024-11-08,,,74100,128 City Road London EC1V 2NX United Kingdom
FUTURE AI COURSE LTD,15980768,Active,Private limited company,,,2024-09-26,,,62012,"15980768 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI CONVERGENCE LIMITED,16029831,Active,Private limited company,,,2024-10-21,,,82990,The Old Workshop 1 Ecclesall Road South Sheffield S11 9PA United Kingdom
LONDON AI DIGITAL READING CENTRE LIMITED,16029819,Active,Private limited company,,,2024-10-21,,,86220,17 Audley Close Market Harborough Market Harborough LE16 8ER United Kingdom
JENIX AI LTD,16033039,Active,Private limited company,,,2024-10-22,,,96090,Ghc Business Centre Newlands Street Stoke-On-Trent ST4 2RF United Kingdom
SHEFFIELD AI LIMITED,16032751,Active,Private limited company,,,2024-10-21,,,62020,18-20 Union Street Sheffield S1 2JP England
DIGITAL AI SOLUTIONS LIMITED,16066317,Active,Private limited company,,,2024-11-07,,,62020,C/O Aardvark Accounting 1 Cedar Office Park Cobham Road Wimborne BH21 7SB United Kingdom
QUANT AI TECHNOLOGIES LTD,16073185,Active,Private limited company,,,2024-11-11,,,71122 71200,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
PM GREEN AI OKR LTD,16071283,Active,Private limited company,,,2024-11-11,,,62020 62090 70229 71129,"2nd Floor College House 17 King Edwards Road, Ruislip, HA4 7AE United Kingdom"
LAWYER ASSIST AI LTD,15137243,Active,Private limited company,,,2023-09-13,,,62090,Mount Street Mills Mount Street Bradford BD3 9RJ England
TEDDY AI LTD,15263652,Active,Private limited company,,,2023-11-06,,,58210 62011 62020 85200,St Johns Hall Cottage Royal Lane Uxbridge UB8 3QR England
PARADIGM AI LIMITED,16075615,Active,Private limited company,,,2024-11-12,,,62020 62090,69 Rous Road Buckhurst Hill IG9 6BU England
ACCO-AI LTD,15253234,Active,Private limited company,,,2023-11-01,,,62012,8 Cedar Close Swanley BR8 7HG England
AI IMPORTS LTD,15104952,Active,Private limited company,,,2023-08-30,,,46900,"3rd Floor Mail Room, 3 Lostock Road Urmston Manchester M41 0SU England"
FOOTBALL TRAVEL AI LTD,15268156,Active,Private limited company,,,2023-11-07,,,63990,63 Carlton Avenue East Wembley HA9 8LZ England
NUCLEAR AI LTD,14662205,Active,Private limited company,,,2023-02-14,,,72190,Oxford Chambers New Oxford Street Workington CA14 2LR United Kingdom
QUANTUM AI HUB LIMITED,15102908,Active,Private limited company,,,2023-08-29,,,74909,10b Aylestone Avenue London NW6 7AA England
TECH AI LIMITED,15230848,Active,Private limited company,,,2023-10-24,,,45112 62020 96090 98000,123 Banstead Road Carshalton SM5 3NQ England
HYRON AI LTD,15125198,Active,Private limited company,,,2023-09-08,,,62020,70 Bolton Road Windsor SL4 3JL England
PIXEL GUARDIAN AI LIMITED,15714620,Dissolved,Private limited company,,2024-11-19,2024-05-11,,,62012,82 Reddish Road Reddish Stockport SK5 7QU United Kingdom
DOVEHOUSE AI LTD,14942539,Dissolved,Private limited company,,2024-11-19,2023-06-18,,,62090,Flat 10 Butt Hill Court Bury New Road Prestwich Manchester M25 9NT England
